log_r,h,rssi_dbm,phase_rad,log_f
0.1920610847,-0.5569428902,-0.9462804301,-0.1975486595,0.0005950224
0.1920610847,-0.5569428902,-1.1125683236,-0.4720872579,0.0005950224
0.1920610847,-0.5569428902,-0.4474167497,-1.4525822519,-1.1396761992
0.1920610847,-0.5378059906,-1.1125683236,-0.2955981589,-0.0703787554
0.1920610847,-0.5340623639,-0.9462804301,-0.2563783592,-0.0703787554
0.1920610847,-0.526210362,-0.7799925366,1.0770948327,1.130920988
0.1920610847,-0.526210362,-0.7799925366,1.351633431,1.130920988
0.1920610847,-0.526210362,-0.6137046431,-1.7271208502,-1.0681145657
0.1920610847,-0.5301954239,-0.7799925366,-0.5309169575,0.2841020864
0.1920610847,-0.5301954239,-0.2811288562,-1.4133624521,-1.2112773695
0.1920610847,-0.5318841917,-0.6137046431,-0.0210595606,-0.2835335978
0.1920610847,-0.5318841917,-0.6137046431,0.1946493381,-0.2835335978
0.1920610847,-0.5318841917,-0.6137046431,-1.2368733532,0.4963261212
0.1920610847,-0.5318841917,-0.6137046431,1.0770948327,1.2012400972
0.1920610847,-0.5318841917,-0.9462804301,-0.4132575582,0.071529953
0.1920610847,-0.5318278776,-0.4474167497,0.0769899388,-0.3546631907
0.1920610847,-0.5299929104,-0.4474167497,-0.0210595606,-0.3546631907
0.1920610847,-0.5299929104,-0.6137046431,-0.8054555558,0.4256233835
0.1920610847,-0.5299929104,-0.6137046431,-1.0211644545,0.4256233835
0.1920610847,-0.5299929104,-0.7799925366,0.7437265347,1.3417639548
0.1920610847,-0.5318841917,-0.2811288562,-1.0211644545,-1.2829181203
0.1920610847,-0.5318841917,-0.7799925366,-1.6290713508,0.5669903078
0.1920610847,-0.5318841917,-0.4474167497,0.5868473357,-0.4970396016
0.1920610847,-0.5318841917,-0.2811288562,0.861385934,-0.4970396016
0.1920610847,-0.5318841917,-0.2811288562,-0.8054555558,-1.3545984955
0.1920610847,-0.5318841917,-0.7799925366,0.1946493381,-0.2124430228
0.1920610847,-0.5318841917,-0.6137046431,0.0769899388,-0.2124430228
0.1920610847,-0.5318841917,-0.6137046431,-1.6290713508,-0.9965924254
0.1920610847,-0.531346894,-0.7799925366,1.0182651331,1.2715210723
0.1921666342,-0.5318556722,-0.7799925366,0.7437265347,1.2715210723
0.1921666342,-0.5318556722,-0.6137046431,-1.7271208502,-0.8536664501
0.1925192881,-0.5328278288,-0.7799925366,1.2928037314,1.0605637035
0.1921024359,-0.5341360064,-0.4474167497,0.8025562344,-0.5682865055
0.1931128043,-0.5640162631,-0.9462804301,-0.9623347549,0.2132834426
0.1925334821,-0.6003409064,-0.9462804301,-0.8446753556,0.2132834426
0.1925334821,-0.6003409064,-0.6137046431,1.194754232,-0.6395725991
0.1923619023,-0.6695873036,-0.7799925366,-0.5701367573,0.3548820526
0.1923619023,-0.6695873036,-0.7799925366,-0.6877961566,0.3548820526
0.1920610847,-0.6825398974,-0.6137046431,0.4103582368,-0.4258318443
0.192641025,-0.7291258683,-0.2811288562,-0.8446753556,-1.4263185388
0.1931128043,-0.7434231771,-0.6137046431,-1.6879010505,-0.7108979256
0.1931128043,-0.7447576257,-0.6137046431,1.685001729,-0.7108979256
0.1931128043,-0.7948947229,-0.9462804301,-0.3544278586,0.1424260789
0.1931128043,-0.8053918032,-0.2811288562,-0.7466258562,-1.4980782942
0.1931128043,-0.8272532591,-0.6137046431,1.4692928303,-0.7822625282
0.1931128043,-0.8272532591,-1.1125683236,-1.7271208502,0.6376159853
0.1923873187,-0.8601001362,-0.7799925366,1.5673423297,-0.9251097347
0.1923873187,-0.8601001362,-0.7799925366,-1.5114119515,-0.9251097347
0.1921848719,-0.8690549157,-1.1125683236,-0.0210595606,-0.1413914229
0.1931128043,-0.9294325788,-1.278856217,-0.2955981589,0.0005950224
0.1931128043,-0.9684729808,-0.6137046431,-1.2957030529,-1.1396761992
0.1931128043,-0.9684729808,-0.7799925366,-1.7271208502,-1.1396761992
0.1931128043,-1.0065998028,-1.278856217,-0.2563783592,-0.0703787554
0.1931128043,-1.0434760463,-0.9462804301,1.6261720293,-1.0681145657
0.1931128043,-1.041754119,-1.1125683236,-1.0211644545,0.2841020864
0.1931128043,-1.041754119,-1.1125683236,-0.5701367573,0.2841020864
0.1931128043,-1.0372024457,-0.7799925366,-1.7271208502,-1.2112773695
0.1931128043,-1.0281613896,-0.9462804301,-0.4720872579,-0.2835335978
0.1931128043,-1.0281613896,-1.1125683236,0.037770139,-0.2835335978
0.1931128043,-1.0281613896,-0.9462804301,-1.6290713508,0.4963261212
0.1931128043,-1.0079165052,-1.278856217,-0.2563783592,0.071529953
0.1931128043,-0.996854354,-0.7799925366,0.037770139,-0.3546631907
0.1931128043,-0.996854354,-0.7799925366,0.3123087373,-0.3546631907
0.1931128043,-0.996854354,-0.9462804301,-1.1780436536,0.4256233835
0.1931128043,-1.0019017942,-0.6137046431,-1.1388238538,-1.2829181203
0.1931128043,-1.002822845,-1.1125683236,1.7438314286,0.5669903078
0.1931128043,-1.002822845,-0.7799925366,0.5868473357,-0.4970396016
0.1931128043,-1.0031346056,-0.7799925366,0.5868473357,-0.4970396016
0.1931128043,-1.0031346056,-0.6137046431,-0.7466258562,-1.3545984955
0.1931128043,-1.0025281978,-1.278856217,0.0769899388,-0.2124430228
0.1931128043,-1.0025281978,-0.9462804301,-1.6879010505,-0.9965924254
0.1931128043,-1.0006369165,-0.9462804301,1.6261720293,-0.8536664501
0.1931128043,-1.0019795359,-0.7799925366,1.0182651331,-0.5682865055
0.1931128043,-1.0025281978,-1.1125683236,-0.5309169575,0.2132834426
0.1931128043,-1.0025281978,-0.7799925366,1.1359245323,-0.6395725991
0.1931128043,-1.0011082033,-0.9462804301,-0.9623347549,0.3548820526
0.1931128043,-1.0006369165,-0.7799925366,0.4103582368,-0.4258318443
0.1931128043,-1.0006369165,-0.7799925366,0.1358196384,-0.4258318443
0.1931128043,-1.0006369165,-0.4474167497,-0.9035050552,-1.4263185388
0.1931128043,-1.0025281978,-0.4474167497,-0.9623347549,-1.4263185388
0.1931128043,-1.0025281978,-0.9462804301,1.0770948327,-0.7108979256
0.1931128043,-1.0251679336,-1.1125683236,-0.6289664569,0.1424260789
0.1931128043,-1.0372650824,-0.6137046431,-1.0211644545,-1.4980782942
0.1931128043,-1.0706141819,-1.1125683236,1.4104631307,-0.7822625282
0.1931128043,-1.1349176317,-1.278856217,1.5085126301,-0.9251097347
0.1931128043,-1.1378997276,-1.278856217,1.6261720293,-0.9251097347
0.1931128043,-1.2502178947,-1.1125683236,-1.6879010505,-1.1396761992
0.1931128043,-1.3807138577,-1.278856217,1.6261720293,-1.2112773695
0.1931128043,-1.417128052,-1.278856217,1.5673423297,-1.2112773695
0.1931128043,-1.5069754283,-1.278856217,1.6261720293,-1.2829181203
0.1931128043,-1.4848039587,-1.1125683236,1.4104631307,-1.3545984955
0.1931128043,-1.4715650181,-1.1125683236,-1.0211644545,-1.4263185388
0.1931128043,-1.4715650181,-1.1125683236,-0.8446753556,-1.4980782942
0.1931128043,-1.4845281368,-1.278856217,-1.6290713508,-1.1396761992
1.6103951187,0.8142706869,0.5503106112,-0.1387189599,-1.3545984955
1.6103951187,0.8142706869,0.0514469308,-0.1387189599,-0.2124430228
1.6103951187,0.4789685968,0.8828863982,-0.0210595606,-1.4263185388
1.6103951187,0.3658450452,0.8828863982,0.6848968351,-1.4980782942
1.6103951187,0.332552804,0.0514469308,-0.0210595606,-0.1413914229
1.6103951187,0.3371227002,0.0514469308,-1.1388238538,0.0005950224
1.6103951187,0.34097529,0.0514469308,-0.9035050552,0.0005950224
1.6103951187,0.3516756211,0.2177348243,-0.6877961566,-0.0703787554
1.6103951187,0.3705711967,0.3840227177,-1.0799941542,-1.2112773695
1.6103951187,0.3692743406,0.7165985047,-0.8446753556,-1.2829181203
1.6103951187,0.3673832002,0.8828863982,-0.2955981589,-1.3545984955
1.6108905501,0.2207034087,0.8828863982,0.4103582368,-1.4263185388
1.6108905501,0.1279223854,0.0514469308,1.5085126301,0.1424260789
1.6108905501,0.08483074,0.8828863982,0.8025562344,-1.4980782942
1.6108905501,0.0842468624,0.8828863982,0.9594354334,-1.4980782942
1.6108905501,0.0533078073,0.0514469308,0.3123087373,-0.1413914229
1.6108905501,0.0098762057,0.3840227177,-0.8054555558,0.0005950224
1.6108905501,-0.0373953224,0.3840227177,-1.0211644545,0.0005950224
1.6108905501,-0.0373953224,0.2177348243,-1.2957030529,-1.1396761992
1.6108905501,-0.095499691,0.3840227177,-0.4132575582,-0.0703787554
1.6108905501,-0.095499691,0.2177348243,-0.3544278586,-0.0703787554
1.6108905501,-0.1458726436,0.3840227177,-0.9623347549,-1.2112773695
1.6108905501,-0.1318896869,0.0514469308,0.9202156336,-0.2835335978
1.6108905501,-0.1124171606,0.5503106112,-1.2957030529,0.071529953
1.6108905501,-0.0951341135,0.7165985047,-0.6289664569,-1.2829181203
1.6108905501,-0.0997024594,0.8828863982,-0.0798892603,-1.3545984955
1.6108905501,-0.0997024594,0.8828863982,-0.2563783592,-1.3545984955
1.6108905501,-0.0997024594,0.0514469308,0.4691879364,-0.2124430228
1.6108905501,-0.0997024594,0.0514469308,0.4691879364,-0.2124430228
1.6108905501,-0.0959199533,0.8828863982,0.3123087373,-1.4263185388
1.6108905501,-0.1092365198,0.8828863982,1.194754232,-1.4980782942
1.6108905501,-0.2068740769,0.0514469308,0.1946493381,-0.1413914229
1.6108905501,-0.2068740769,0.0514469308,0.1358196384,-0.1413914229
1.6108905501,-0.2708142163,0.0514469308,-0.8446753556,0.0005950224
1.6111949461,-0.3247214862,0.2177348243,-0.4720872579,-0.0703787554
1.6113853763,-0.3464858172,0.0514469308,-0.6289664569,-0.0703787554
1.6113853763,-0.5982875026,0.3840227177,-0.1975486595,-1.3545984955
1.6108905501,-0.563065436,0.5503106112,0.3123087373,-1.4263185388
1.6108905501,-0.563065436,0.7165985047,0.3515285371,-1.4263185388
1.6108905501,-0.563065436,0.3840227177,0.861385934,-1.4980782942
1.6108905501,-0.5611742956,0.0514469308,0.2534790377,-0.1413914229
1.611239303,-0.5624650144,0.2177348243,-0.5701367573,0.0005950224
1.611239303,-0.5624650144,0.0514469308,-0.5701367573,0.0005950224
1.6113853763,-0.5707980666,0.0514469308,-0.0798892603,-0.0703787554
1.6113853763,-0.5831390778,0.0514469308,-0.1387189599,-0.0703787554
1.6113853763,-0.6991777271,-0.1148409627,1.0182651331,0.2841020864
1.6113853763,-0.8388602554,0.0514469308,-0.8054555558,0.071529953
1.6113853763,-0.8388602554,0.0514469308,-1.0211644545,0.071529953
1.3210975407,0.8514737366,0.7165985047,-0.2563783592,-1.1396761992
1.3210975407,0.7785265271,0.8828863982,0.3123087373,-1.2112773695
1.3210975407,0.8161832411,0.8828863982,0.6848968351,-1.2829181203
1.3210975407,0.8155393647,0.8828863982,0.528017636,-1.2829181203
1.3210975407,0.8155393647,0.8828863982,1.1359245323,-1.3545984955
1.3210975407,0.817430505,0.8828863982,1.351633431,-1.4263185388
1.3210975407,0.814567562,0.8828863982,1.6261720293,-1.4263185388
1.3210975407,0.7440026544,0.5503106112,-1.4133624521,-1.4980782942
1.3210975407,0.4077712912,0.8828863982,0.6260671354,-1.2112773695
1.3210975407,0.4077712912,0.8828863982,0.5868473357,-1.2112773695
1.321407211,0.3494873746,0.8828863982,1.351633431,-1.3545984955
1.321407211,0.3611174726,0.8828863982,-1.7271208502,-1.4263185388
1.321407211,0.3602621285,0.7165985047,-1.3545327525,-1.4980782942
0.856220306,1.3761523758,0.7165985047,-0.4132575582,0.4256233835
0.856220306,1.29402473,0.8828863982,-1.2368733532,0.5669903078
0.856220306,1.2291976484,0.7165985047,0.1358196384,0.3548820526
1.3171356318,-0.0694215817,0.7165985047,-1.6879010505,-1.4263185388
1.3171356318,-0.0708357556,0.7165985047,-1.0211644545,-1.4980782942
0.856220306,1.2289641785,0.3840227177,0.2534790377,0.2841020864
0.856220306,1.2289641785,0.8828863982,-0.8054555558,0.4963261212
0.8554745367,1.2309740884,0.8828863982,-0.5309169575,0.4256233835
1.3166321411,-0.0406358215,0.8828863982,1.1359245323,-1.2829181203
0.8554745367,1.2550764277,0.8828863982,-1.4525822519,0.5669903078
1.3171356318,0.0471815731,0.7165985047,1.4692928303,-1.3545984955
1.5950964729,-0.2981513606,1.0491742916,0.861385934,-1.4263185388
1.5916452225,-0.1479040149,1.0491742916,1.0182651331,-1.4263185388
1.5856137134,0.1285524235,0.8828863982,-1.4525822519,-1.4980782942
1.5856137134,0.1285524235,0.8828863982,-1.3545327525,-1.4980782942
0.1610194084,-1.9571003535,-1.278856217,0.2534790377,-1.2829181203
0.0071912849,-1.9458008501,-1.278856217,-0.8446753556,-1.4263185388
1.4107394258,2.0470562799,-0.7799925366,-1.1780436536,0.2841020864
1.3969147169,2.0830702568,-0.7799925366,-0.8446753556,0.071529953
1.396111129,2.0842011698,-0.9462804301,-0.2563783592,0.071529953
1.3574519477,-0.3539335064,-0.6137046431,-1.5114119515,0.2132834426
1.3574519477,-0.5245626237,-0.6137046431,-0.9623347549,0.1424260789
1.3574519477,-0.4877856436,-0.7799925366,-0.1387189599,0.071529953
1.3574519477,-0.4877856436,-0.7799925366,-0.0210595606,0.071529953
1.3574519477,-0.6334138209,-0.4474167497,-1.5114119515,0.2132834426
1.3572481293,-0.7855318379,-0.6137046431,-0.7466258562,0.1424260789
1.7642363215,0.8089211916,0.0514469308,0.3123087373,0.2841020864
1.7642363215,0.7094425069,0.3840227177,1.7438314286,0.071529953
1.7642363215,0.670089565,0.3840227177,-1.6290713508,0.071529953
1.1911440722,1.5569242327,1.0491742916,-0.6289664569,1.3417639548
1.1911440722,1.5589397544,0.0514469308,-0.9035050552,0.5669903078
1.1911440722,1.5589397544,0.0514469308,-0.9623347549,0.5669903078
1.1911440722,1.5842907862,0.8828863982,0.9202156336,0.9197344422
1.7645244882,0.6720213974,0.5503106112,0.861385934,0.2132834426
1.1911440722,1.6019575717,0.8828863982,1.2339740317,0.8492623823
1.7645244882,0.6732840087,0.5503106112,1.2928037314,0.1424260789
1.1911440722,1.6023497789,0.3840227177,-1.2957030529,0.6376159853
1.1911440722,1.6019575717,0.3840227177,-1.5702416512,0.7082031956
1.7645244882,0.6118365699,0.3840227177,0.4103582368,0.2841020864
1.1911440722,1.4778685082,0.3840227177,-0.4720872579,0.4963261212
1.7645244882,0.4803737156,0.8828863982,1.2339740317,1.2012400972
1.7645244882,0.4766168505,0.5503106112,-1.4525822519,0.071529953
1.7645244882,0.4652865769,0.5503106112,-1.5114119515,0.071529953
1.1911440722,1.3226327872,1.2154621851,-0.5701367573,1.3417639548
1.1911440722,1.2906420596,0.8828863982,-0.6877961566,0.5669903078
1.1911440722,1.2835018504,0.8828863982,-0.6877961566,0.5669903078
1.1911440722,1.1993967828,1.5480379721,1.1359245323,0.9197344422
1.1911440722,1.1445326469,1.3817500786,0.2534790377,1.2715210723
1.7645244882,0.2139679436,1.0491742916,1.0770948327,1.2715210723
1.1911440722,1.136791056,1.5480379721,0.8025562344,1.0605637035
1.7645244882,0.2029634549,0.8828863982,-1.0799941542,1.0605637035
1.1911440722,1.1014805638,1.7143258656,0.861385934,0.990168202
1.7645244882,0.1709158605,0.7165985047,-0.5701367573,0.990168202
1.7645244882,0.1694015304,0.7165985047,1.0770948327,0.2132834426
1.1911440722,1.0989873579,0.3840227177,0.6848968351,0.2132834426
1.1911440722,1.1108215075,0.8828863982,-0.0210595606,0.3548820526
1.1911440722,1.1354297094,1.3817500786,1.4692928303,0.8492623823
1.1911440722,1.1377488913,0.0514469308,0.6848968351,0.1424260789
1.1911440722,1.1385943696,1.0491742916,-0.9035050552,0.6376159853
1.1911440722,1.1385943696,0.8828863982,-1.1388238538,0.6376159853
1.1911440722,1.1385943696,1.0491742916,-1.4525822519,0.7082031956
1.1911440722,1.1385943696,1.5480379721,-0.4720872579,1.4119687858
1.7645244882,0.2080296663,0.3840227177,-0.8446753556,0.0005950224
1.7645244882,0.2080296663,0.3840227177,-1.0211644545,0.0005950224
1.1911440722,1.1367032293,1.3817500786,-0.3544278586,1.4821356067
1.1911440722,1.1385943696,1.3817500786,-1.6879010505,0.7787519807
1.7645244882,0.2080296663,0.8828863982,-1.6290713508,1.130920988
1.1911440722,1.1385943696,1.5480379721,0.8025562344,1.130920988
1.7645244882,0.2080296663,0.3840227177,0.528017636,0.2841020864
1.1911440722,1.1385943696,0.5503106112,0.1946493381,0.2841020864
1.7645244882,0.2080296663,0.3840227177,0.4103582368,0.2841020864
1.1911440722,1.1385943696,0.5503106112,0.2534790377,0.2841020864
1.1911440722,1.1385943696,0.8828863982,-0.5701367573,0.4963261212
1.1911440722,1.1385943696,1.3817500786,0.6260671354,1.2012400972
1.7645244882,0.2080296663,1.0491742916,1.5085126301,1.2012400972
1.7648886816,0.2079898103,0.7165985047,-1.2368733532,0.071529953
1.7648886816,0.2079898103,0.7165985047,-1.4525822519,0.071529953
1.1911611443,1.1210775933,0.8828863982,-0.2955981589,0.4256233835
1.1911611443,1.1210775933,1.5480379721,0.037770139,1.3417639548
1.1912675809,1.0802293143,1.0491742916,-0.8054555558,0.5669903078
1.1912675809,1.0802293143,1.0491742916,-0.7466258562,0.5669903078
1.1918785069,0.9466401318,1.5480379721,1.351633431,0.9197344422
1.765168902,0.0121105373,0.8828863982,-0.2955981589,0.9197344422
1.1918785069,0.8953464759,1.3817500786,0.4103582368,1.2715210723
1.765168902,-0.0384217292,1.0491742916,0.9202156336,1.2715210723
1.1918785069,0.8953464759,1.5480379721,0.528017636,1.2715210723
1.765168902,-0.0732500971,0.8828863982,-0.8446753556,1.0605637035
1.1918785069,0.8593518991,1.5480379721,0.9202156336,1.0605637035
1.1918785069,0.823399029,1.7143258656,-0.9623347549,1.7624236099
1.1918785069,0.823399029,1.7143258656,-1.5702416512,1.7624236099
1.1918785069,0.823399029,1.7143258656,1.351633431,0.990168202
1.765168902,-0.1067175736,0.8828863982,-0.5309169575,0.990168202
1.765168902,-0.1067175736,0.8828863982,-0.4132575582,0.990168202
1.1918785069,0.8154184047,1.5480379721,1.351633431,0.990168202
1.1918785069,0.8154184047,0.8828863982,0.528017636,0.2132834426
1.765168902,-0.1183474228,0.7165985047,1.5085126301,0.2132834426
1.1918785069,0.7747355055,2.0469016525,-0.6289664569,1.6223553823
1.1918785069,0.7575085869,1.0491742916,-0.1975486595,0.3548820526
1.1918785069,0.682669399,1.5480379721,-1.6290713508,0.8492623823
1.765168902,-0.257108416,0.8828863982,0.4103582368,0.8492623823
1.1918785069,0.6447197761,1.880613759,-0.0210595606,1.5522644585
1.765168902,-0.2925247993,0.8828863982,-1.4525822519,0.1424260789
1.1918785069,0.6390654187,0.7165985047,0.9202156336,0.1424260789
1.1918785069,0.6334398619,1.2154621851,-0.8054555558,0.6376159853
1.1918785069,0.6464859755,0.0514469308,1.351633431,-0.1413914229
1.1918785069,0.6560646835,1.3817500786,-1.0211644545,0.7082031956
1.1918785069,0.6560646835,1.7143258656,0.3123087373,1.4119687858
1.1918785069,0.6582341396,1.5480379721,0.1946493381,1.4119687858
1.1918785069,0.665694796,0.2177348243,0.8025562344,0.0005950224
1.765168902,-0.2710320967,0.0514469308,-0.4720872579,0.0005950224
1.1918785069,0.6671596839,1.7143258656,0.2534790377,1.4821356067
1.1918785069,0.6676003974,0.0514469308,1.2339740317,-0.0703787554
1.1918785069,0.6676003974,1.3817500786,-1.3545327525,0.7787519807
1.1918785069,0.6671475377,1.880613759,-1.2368733532,1.8324009955
1.1918785069,0.665744161,1.880613759,-1.3545327525,1.8324009955
1.765168902,-0.2647082273,1.3817500786,-1.3545327525,1.130920988
1.1918785069,0.665744161,1.5480379721,1.0770948327,1.130920988
1.765168902,-0.2647082273,1.3817500786,-1.4133624521,1.130920988
1.1918785069,0.6652563973,1.0491742916,0.4103582368,0.2841020864
1.765168902,-0.2648602052,0.0514469308,0.9202156336,0.2841020864
1.1918785069,0.6651454434,1.0491742916,-0.5309169575,0.4963261212
1.1918785069,0.6639436137,1.880613759,-1.4525822519,1.9023406167
1.1918785069,0.663365257,1.880613759,-1.4525822519,1.9023406167
1.1918785069,0.663365257,1.5480379721,0.9594354334,1.2012400972
1.765168902,-0.2667513456,1.3817500786,1.5673423297,1.2012400972
1.1918785069,0.663365257,0.5503106112,1.2339740317,0.071529953
1.765168902,-0.2667513456,0.3840227177,-1.0211644545,0.071529953
1.1918785069,0.6646366146,0.5503106112,0.9594354334,0.071529953
1.765168902,-0.2654799879,0.3840227177,-0.9035050552,0.071529953
1.1918785069,0.6646366146,1.880613759,-0.8054555558,1.6924084191
1.1918785069,0.6652563973,1.2154621851,-0.1975486595,0.4256233835
1.1918785069,0.6652563973,1.5480379721,0.528017636,1.3417639548
1.1918785069,0.663529406,1.2154621851,-0.5701367573,0.5669903078
1.1918785069,0.663529406,0.0514469308,-1.5114119515,-0.4970396016
1.1918785069,0.6652563973,-0.1148409627,1.4104631307,-0.2124430228
1.1918785069,0.6652563973,-0.1148409627,1.4692928303,-0.2124430228
1.1918785069,0.6652563973,1.5480379721,1.685001729,0.9197344422
1.765168902,-0.2648602052,0.8828863982,-0.2563783592,0.9197344422
1.1918785069,0.6614741166,1.880613759,1.1359245323,1.9722425143
1.1918785069,0.6535006311,1.7143258656,0.9594354334,1.2715210723
1.765168902,-0.2785272796,1.2154621851,1.194754232,1.2715210723
1.765168902,-0.3159246017,1.2154621851,-0.8446753556,1.0605637035
1.1918785069,0.6141920008,1.5480379721,1.351633431,1.0605637035
1.1918785069,0.6122099916,0.2177348243,-1.1780436536,-0.5682865055
1.1918785069,0.6122099916,0.2177348243,-1.0211644545,-0.5682865055
1.1918785069,0.5989917631,1.880613759,-1.0211644545,1.7624236099
1.1918785069,0.5601929922,1.5480379721,1.5673423297,0.990168202
1.765168902,-0.3754967685,1.2154621851,-0.4132575582,0.990168202
1.1918785069,0.5601929922,1.5480379721,1.4104631307,0.990168202
1.765168902,-0.3754967685,1.2154621851,-0.3544278586,0.990168202
1.765168902,-0.3754967685,0.3840227177,1.7438314286,0.2132834426
1.1918785069,0.5601929922,0.8828863982,0.5868473357,0.2132834426
1.1876158389,0.495365285,0.2177348243,-0.8054555558,-0.6395725991
1.1876158389,0.495365285,2.0469016525,-0.2955981589,1.6223553823
1.1876158389,0.4820079498,2.0469016525,-0.2563783592,1.6223553823
1.1876158389,0.4435765778,1.0491742916,0.0769899388,0.3548820526
1.1876158389,0.4331379591,0.2177348243,1.7438314286,-0.4258318443
1.1876158389,0.3877935411,0.3840227177,-0.7466258562,-0.7108979256
1.1876630665,0.3863558792,1.3817500786,-0.9623347549,0.8492623823
1.1879471277,0.3777079681,2.0469016525,0.2534790377,1.5522644585
1.1882329546,0.3512154235,2.0469016525,0.0769899388,1.5522644585
1.7629298955,-0.5838961337,0.3840227177,-1.3545327525,0.1424260789
1.1882329546,0.3512154235,0.8828863982,0.861385934,0.1424260789
1.1882329546,0.3108112124,0.3840227177,-0.2955981589,-0.7822625282
1.1882329546,0.3008484503,0.5503106112,-0.1387189599,-0.7822625282
1.1882329546,0.3008484503,1.2154621851,-0.4720872579,0.6376159853
1.1877022516,0.2569728011,0.2177348243,1.4104631307,-0.1413914229
1.1882329546,0.2005076737,2.0469016525,0.861385934,1.4119687858
1.1882329546,0.1836599154,0.3840227177,0.9594354334,0.0005950224
1.1882329546,0.1772151824,0.3840227177,1.0770948327,0.0005950224
1.1882329546,0.1734769767,2.0469016525,0.5868473357,1.4821356067
1.1882329546,0.1679127207,0.2177348243,1.4104631307,-0.0703787554
1.1882329546,0.1679127207,0.2177348243,1.2339740317,-0.0703787554
1.1882329546,0.1742035373,2.0469016525,-0.7466258562,1.8324009955
1.1882329546,0.1810104863,1.7143258656,1.5085126301,1.130920988
1.7629298955,-0.7491680778,1.2154621851,-1.0799941542,1.130920988
1.7629298955,-0.7491680778,1.2154621851,-1.0211644545,1.130920988
1.1882329546,0.1974779312,0.8828863982,0.5868473357,0.2841020864
1.1882329546,0.2085234312,0.0514469308,1.4104631307,-0.2835335978
1.1882329546,0.2085234312,0.8828863982,-0.0798892603,0.4963261212
1.1882329546,0.2158117812,2.0469016525,-1.0799941542,1.9023406167
1.1882329546,0.2158117812,1.880613759,1.351633431,1.2012400972
1.7629298955,-0.7154978011,1.2154621851,1.685001729,1.2012400972
1.7629298955,-0.7154978011,0.0514469308,-0.4720872579,0.071529953
1.1882329546,0.215087403,0.5503106112,0.8025562344,0.071529953
1.1882329546,0.2122689626,2.0469016525,-0.4720872579,1.6924084191
1.1882329546,0.2122689626,2.0469016525,-0.4720872579,1.6924084191
1.1882329546,0.2122689626,0.0514469308,1.5085126301,-0.3546631907
1.1882329546,0.2120290496,0.0514469308,1.6261720293,-0.3546631907
1.1882329546,0.2120290496,0.8828863982,-0.0210595606,0.4256233835
1.1882329546,0.2120290496,0.8828863982,0.0769899388,0.4256233835
1.1882329546,0.2120290496,1.880613759,0.861385934,1.3417639548
1.1882329546,0.2120290496,1.0491742916,-0.1975486595,0.5669903078
1.1882329546,0.2120290496,0.3840227177,-1.2957030529,-0.4970396016
1.1882329546,0.2114144029,0.3840227177,-1.4525822519,-0.4970396016
1.1882329546,0.212271943,0.0514469308,1.5085126301,-0.2124430228
1.1882329546,0.21392019,1.5480379721,-1.1780436536,0.9197344422
1.1882329546,0.2120290496,2.0469016525,-1.4133624521,1.9722425143
1.1882329546,0.2120290496,1.880613759,1.2339740317,1.2715210723
1.1882329546,0.2112113776,1.7143258656,-1.5114119515,1.0605637035
1.7629298955,-0.7200982048,1.2154621851,-0.6289664569,1.0605637035
1.1882329546,0.2112113776,1.5480379721,-1.5702416512,1.0605637035
1.1882329546,0.2112113776,0.5503106112,-1.1780436536,-0.5682865055
1.1882329546,0.2120290496,1.880613759,-0.4720872579,1.7624236099
1.1882329546,0.2120290496,1.5480379721,-1.4525822519,0.990168202
1.1882329546,0.2120290496,0.8828863982,0.7437265347,0.2132834426
1.7629298955,-0.7192805327,0.0514469308,-1.7271208502,0.2132834426
1.1882329546,0.2120290496,0.8828863982,0.5868473357,0.2132834426
1.1882329546,0.2120290496,0.7165985047,-0.9623347549,-0.6395725991
1.1882329546,0.2120290496,2.0469016525,0.0769899388,1.6223553823
1.1882329546,0.2120290496,2.0469016525,-0.1387189599,1.6223553823
1.1882329546,0.2038826996,0.8828863982,0.0769899388,0.3548820526
1.1882329546,0.2038826996,0.2177348243,-1.4525822519,-0.4258318443
1.1882329546,0.1614089213,0.7165985047,-0.5701367573,-0.7108979256
1.1882329546,0.1614089213,1.3817500786,-1.0211644545,0.8492623823
1.1882329546,0.1434874767,2.0469016525,0.3123087373,1.5522644585
1.1882329546,0.0948534056,2.0469016525,0.3515285371,1.5522644585
1.7629298955,-0.8409190228,0.0514469308,-0.9035050552,0.1424260789
1.1882329546,0.0339558281,0.5503106112,-0.1975486595,-0.7822625282
1.1882329546,-0.0306107795,0.3840227177,1.6261720293,-0.1413914229
1.1882329546,-0.0694867075,2.0469016525,0.9594354334,1.4119687858
1.1882329546,-0.0815935815,0.5503106112,1.1359245323,0.0005950224
1.1882329546,-0.1101200061,2.0469016525,0.8025562344,1.4821356067
1.1882329546,-0.1207692798,0.5503106112,1.4104631307,-0.0703787554
1.1882329546,-0.1472757838,0.5503106112,1.4692928303,-0.0703787554
1.1882329546,-0.1904036422,2.0469016525,-0.7466258562,1.8324009955
1.1882329546,-0.1904036422,1.5480379721,-1.6879010505,1.130920988
1.1882329546,-0.30155538,1.5480379721,-1.6879010505,1.2012400972
1.1882329546,-0.3022499627,2.0469016525,-0.0798892603,1.6924084191
1.1882329546,-0.2761632712,1.880613759,1.351633431,1.3417639548
